date,SPY_close,SMA200,daily_ret,equity,pct_from_sma200,w_long,w_safe,w_other,TQQQ_value,SPY_value
2023-03-21,398.91,392.63,0.0423,3465.97,1.60,1.00,0.00,0.00,0.00,0.00
2023-03-22,392.11,392.53,-0.0408,3324.53,-0.11,1.00,0.00,0.00,0.00,0.00
2023-03-23,393.17,392.44,0.0027,3333.52,0.19,0.00,1.00,0.00,0.00,3333.52
2023-03-24,395.75,392.34,0.0102,3367.42,0.87,1.00,0.00,0.00,0.00,0.00
2023-03-27,396.49,392.27,-0.0205,3298.30,1.08,1.00,0.00,0.00,0.00,0.00
2023-03-28,395.60,392.24,-0.0166,3243.53,0.86,1.00,0.00,0.00,0.00,0.00
2023-03-29,401.35,392.30,0.0547,3420.90,2.31,1.00,0.00,0.00,0.00,0.00
2023-03-30,403.70,392.44,0.0271,3513.49,2.87,1.00,0.00,0.00,0.00,0.00
2023-03-31,409.39,392.62,0.0490,3685.65,4.27,1.00,0.00,0.00,0.00,0.00
2023-04-03,410.95,392.78,-0.0071,3659.56,4.63,1.00,0.00,0.00,0.00,0.00
2023-04-04,408.67,392.99,-0.0100,3623.05,3.99,1.00,0.00,0.00,0.00,0.00
2023-04-05,407.60,393.19,-0.0320,3506.97,3.66,1.00,0.00,0.00,0.00,0.00
2023-04-06,409.19,393.36,0.0201,3577.40,4.02,1.00,0.00,0.00,0.00,0.00
2023-04-10,409.61,393.54,-0.0022,3569.57,4.08,1.00,0.00,0.00,0.00,0.00
2023-04-11,409.72,393.70,-0.0194,3500.45,4.07,1.00,0.00,0.00,0.00,0.00
2023-04-12,408.05,393.79,-0.0265,3407.85,3.62,1.00,0.00,0.00,0.00,0.00
2023-04-13,413.47,393.91,0.0574,3603.48,4.96,1.00,0.00,0.00,0.00,0.00
2023-04-14,412.46,394.07,-0.0058,3582.62,4.67,1.00,0.00,0.00,0.00,0.00
2023-04-17,413.94,394.24,0.0011,3586.53,5.00,1.00,0.00,0.00,0.00,0.00
2023-04-18,414.21,394.43,0.0007,3589.14,5.02,1.00,0.00,0.00,0.00,0.00
2023-04-19,414.14,394.59,-0.0022,3581.31,4.95,1.00,0.00,0.00,0.00,0.00
2023-04-20,411.88,394.74,-0.0233,3497.84,4.34,1.00,0.00,0.00,0.00,0.00
2023-04-21,412.20,394.88,0.0019,3504.37,4.39,1.00,0.00,0.00,0.00,0.00
2023-04-24,412.63,395.00,-0.0060,3483.50,4.46,1.00,0.00,0.00,0.00,0.00
2023-04-25,406.08,395.09,-0.0565,3286.56,2.78,1.00,0.00,0.00,0.00,0.00
2023-04-26,404.36,395.19,0.0167,3341.34,2.32,1.00,0.00,0.00,0.00,0.00
2023-04-27,412.41,395.35,0.0808,3611.31,4.32,1.00,0.00,0.00,0.00,0.00
2023-04-28,415.93,395.53,0.0202,3684.34,5.16,1.00,0.00,0.00,0.00,0.00
2023-05-01,415.51,395.72,-0.0028,3673.91,5.00,1.00,0.00,0.00,0.00,0.00
2023-05-02,410.84,395.85,-0.0266,3576.10,3.79,1.00,0.00,0.00,0.00,0.00
2023-05-03,408.02,395.98,-0.0197,3505.67,3.04,1.00,0.00,0.00,0.00,0.00
2023-05-04,405.13,396.04,-0.0112,3466.54,2.29,1.00,0.00,0.00,0.00,0.00
2023-05-05,412.63,396.13,0.0613,3679.13,4.16,1.00,0.00,0.00,0.00,0.00
2023-05-08,412.74,396.20,0.0082,3709.12,4.17,1.00,0.00,0.00,0.00,0.00
2023-05-09,410.93,396.28,-0.0193,3637.39,3.70,1.00,0.00,0.00,0.00,0.00
2023-05-10,412.85,396.37,0.0323,3754.77,4.16,1.00,0.00,0.00,0.00,0.00
2023-05-11,412.13,396.48,0.0083,3786.07,3.95,1.00,0.00,0.00,0.00,0.00
2023-05-12,411.59,396.53,-0.0103,3746.94,3.80,1.00,0.00,0.00,0.00,0.00
2023-05-15,413.01,396.56,0.0153,3804.33,4.15,1.00,0.00,0.00,0.00,0.00
2023-05-16,410.25,396.55,0.0038,3818.68,3.45,1.00,0.00,0.00,0.00,0.00
2023-05-17,415.23,396.58,0.0359,3955.62,4.70,1.00,0.00,0.00,0.00,0.00
2023-05-18,419.23,396.63,0.0537,4168.20,5.70,1.00,0.00,0.00,0.00,0.00
2023-05-19,418.62,396.65,-0.0069,4139.51,5.54,1.00,0.00,0.00,0.00,0.00
2023-05-22,418.79,396.68,0.0104,4182.54,5.57,1.00,0.00,0.00,0.00,0.00
2023-05-23,414.09,396.68,-0.0387,4020.83,4.39,1.00,0.00,0.00,0.00,0.00
2023-05-24,411.09,396.67,-0.0162,3955.62,3.64,1.00,0.00,0.00,0.00,0.00
2023-05-25,414.65,396.69,0.0722,4241.23,4.53,1.00,0.00,0.00,0.00,0.00
2023-05-26,420.02,396.69,0.0756,4562.07,5.88,1.00,0.00,0.00,0.00,0.00
2023-05-30,420.18,396.69,0.0140,4625.97,5.92,1.00,0.00,0.00,0.00,0.00
2023-05-31,417.85,396.64,-0.0203,4532.07,5.35,1.00,0.00,0.00,0.00,0.00
2023-06-01,421.82,396.61,0.0363,4696.40,6.36,1.00,0.00,0.00,0.00,0.00
2023-06-02,427.92,396.60,0.0225,4802.04,7.90,1.00,0.00,0.00,0.00,0.00
2023-06-05,427.10,396.60,0.0022,4812.47,7.69,1.00,0.00,0.00,0.00,0.00
2023-06-06,428.03,396.60,-0.0011,4807.25,7.92,1.00,0.00,0.00,0.00,0.00
2023-06-07,426.55,396.62,-0.0510,4562.07,7.55,1.00,0.00,0.00,0.00,0.00
2023-06-08,429.13,396.70,0.0343,4718.57,8.17,1.00,0.00,0.00,0.00,0.00
2023-06-09,429.90,396.79,0.0122,4775.95,8.34,1.00,0.00,0.00,0.00,0.00
2023-06-12,433.80,396.89,0.0511,5019.84,9.30,1.00,0.00,0.00,0.00,0.00
2023-06-13,436.66,396.98,0.0223,5132.00,10.00,1.00,0.00,0.00,0.00,0.00
2023-06-14,437.18,397.13,0.0213,5241.55,10.08,1.00,0.00,0.00,0.00,0.00
2023-06-15,442.60,397.33,0.0124,5306.53,11.39,0.00,1.00,0.00,0.00,5306.53
2023-06-16,439.46,397.54,-0.0034,5288.46,10.54,0.00,1.00,0.00,0.00,5288.46
2023-06-20,437.18,397.75,-0.0052,5261.02,9.91,0.00,1.00,0.00,0.00,5261.02
2023-06-21,434.94,397.94,-0.0051,5234.06,9.30,0.00,1.00,0.00,0.00,5234.06
2023-06-22,436.51,398.16,0.0036,5252.96,9.63,0.00,1.00,0.00,0.00,5252.96
2023-06-23,433.21,398.38,-0.0076,5213.24,8.74,0.00,1.00,0.00,0.00,5213.24
2023-06-26,431.44,398.55,-0.0041,5191.94,8.25,0.00,1.00,0.00,0.00,5191.94
2023-06-27,436.17,398.72,0.0110,5248.87,9.39,0.00,1.00,0.00,0.00,5248.87
2023-06-28,436.39,398.87,0.0005,5251.51,9.41,0.00,1.00,0.00,0.00,5251.51
2023-06-29,438.11,399.01,0.0039,5272.21,9.80,0.00,1.00,0.00,0.00,5272.21
2023-06-30,443.28,399.26,0.0118,5334.43,11.03,0.00,1.00,0.00,0.00,5334.43
2023-07-03,443.79,399.51,0.0012,5340.56,11.08,0.00,1.00,0.00,0.00,5340.56
2023-07-05,443.13,399.77,-0.0015,5332.62,10.85,0.00,1.00,0.00,0.00,5332.62
2023-07-06,439.66,400.04,-0.0078,5290.86,9.90,0.00,1.00,0.00,0.00,5290.86
2023-07-07,438.55,400.29,-0.0025,5277.51,9.56,0.00,1.00,0.00,0.00,5277.51
2023-07-10,439.66,400.57,0.0025,5290.86,9.76,0.00,1.00,0.00,0.00,5290.86
2023-07-11,442.46,400.89,0.0064,5324.56,10.37,0.00,1.00,0.00,0.00,5324.56
2023-07-12,446.02,401.25,0.0080,5367.40,11.16,0.00,1.00,0.00,0.00,5367.40
2023-07-13,449.56,401.66,0.0079,5410.00,11.93,0.00,1.00,0.00,0.00,5410.00
2023-07-14,449.28,402.09,-0.0006,5406.63,11.74,0.00,1.00,0.00,0.00,5406.63
2023-07-17,450.84,402.52,0.0035,5425.40,12.00,0.00,1.00,0.00,0.00,5425.40
2023-07-18,454.19,402.94,0.0074,5465.72,12.72,0.00,1.00,0.00,0.00,5465.72
2023-07-19,455.20,403.40,0.0022,5477.87,12.84,0.00,1.00,0.00,0.00,5477.87
2023-07-20,452.18,403.88,-0.0066,5441.53,11.96,0.00,1.00,0.00,0.00,5441.53
2023-07-21,452.18,404.31,0.0000,5441.53,11.84,0.00,1.00,0.00,0.00,5441.53
2023-07-24,454.20,404.69,0.0045,5465.84,12.23,0.00,1.00,0.00,0.00,5465.84
2023-07-25,455.44,405.08,0.0027,5480.76,12.43,0.00,1.00,0.00,0.00,5480.76
2023-07-26,455.51,405.49,0.0002,5481.60,12.34,0.00,1.00,0.00,0.00,5481.60
2023-07-27,452.49,405.94,-0.0066,5445.26,11.47,0.00,1.00,0.00,0.00,5445.26
2023-07-28,456.92,406.42,0.0098,5498.57,12.42,0.00,1.00,0.00,0.00,5498.57
2023-07-31,457.79,406.92,0.0019,5509.04,12.50,0.00,1.00,0.00,0.00,5509.04
2023-08-01,456.48,407.42,-0.0029,5493.28,12.04,0.00,1.00,0.00,0.00,5493.28
2023-08-02,450.13,407.84,-0.0139,5416.86,10.37,0.00,1.00,0.00,0.00,5416.86
2023-08-03,448.84,408.30,-0.0029,5401.34,9.93,0.00,1.00,0.00,0.00,5401.34
2023-08-04,446.81,408.70,-0.0045,5376.91,9.32,0.00,1.00,0.00,0.00,5376.91
2023-08-07,450.71,409.10,0.0087,5423.84,10.17,0.00,1.00,0.00,0.00,5423.84
2023-08-08,448.75,409.50,-0.0043,5400.25,9.58,0.00,1.00,0.00,0.00,5400.25
2023-08-09,445.75,409.90,-0.0067,5364.15,8.75,0.00,1.00,0.00,0.00,5364.15
2023-08-10,445.91,410.26,0.0004,5366.08,8.69,0.00,1.00,0.00,0.00,5366.08
2023-08-11,445.65,410.59,-0.0006,5362.95,8.54,0.00,1.00,0.00,0.00,5362.95
2023-08-14,448.11,410.91,0.0055,5392.55,9.05,0.00,1.00,0.00,0.00,5392.55
2023-08-15,442.89,411.21,-0.0116,5329.73,7.70,0.00,1.00,0.00,0.00,5329.73
2023-08-16,439.64,411.51,-0.0073,5290.62,6.84,0.00,1.00,0.00,0.00,5290.62
2023-08-17,436.29,411.75,-0.0076,5250.31,5.96,0.00,1.00,0.00,0.00,5250.31
2023-08-18,436.50,412.00,0.0005,5252.84,5.95,0.00,1.00,0.00,0.00,5252.84
2023-08-21,439.34,412.27,0.0065,5287.01,6.57,0.00,1.00,0.00,0.00,5287.01
2023-08-22,438.15,412.59,-0.0027,5272.69,6.19,0.00,1.00,0.00,0.00,5272.69
2023-08-23,443.03,412.95,0.0111,5331.42,7.28,0.00,1.00,0.00,0.00,5331.42
2023-08-24,436.89,413.25,-0.0139,5257.53,5.72,0.00,1.00,0.00,0.00,5257.53
2023-08-25,439.97,413.55,0.0070,5294.59,6.39,0.00,1.00,0.00,0.00,5294.59
2023-08-28,442.76,413.86,0.0063,5328.17,6.98,0.00,1.00,0.00,0.00,5328.17
2023-08-29,449.16,414.23,0.0145,5405.19,8.43,0.00,1.00,0.00,0.00,5405.19
2023-08-30,451.01,414.51,0.0041,5427.45,8.80,0.00,1.00,0.00,0.00,5427.45
2023-08-31,450.35,414.77,-0.0015,5419.51,8.58,0.00,1.00,0.00,0.00,5419.51
2023-09-01,451.19,415.05,0.0019,5429.62,8.71,0.00,1.00,0.00,0.00,5429.62
2023-09-05,449.24,415.31,-0.0043,5406.15,8.17,0.00,1.00,0.00,0.00,5406.15
2023-09-06,446.22,415.56,-0.0067,5369.81,7.38,0.00,1.00,0.00,0.00,5369.81
2023-09-07,444.85,415.81,-0.0031,5353.32,6.98,0.00,1.00,0.00,0.00,5353.32
2023-09-08,445.52,416.06,0.0015,5361.38,7.08,0.00,1.00,0.00,0.00,5361.38
2023-09-11,448.45,416.33,0.0066,5396.64,7.71,0.00,1.00,0.00,0.00,5396.64
2023-09-12,445.99,416.56,-0.0055,5367.04,7.06,0.00,1.00,0.00,0.00,5367.04
2023-09-13,446.51,416.78,0.0012,5373.30,7.13,0.00,1.00,0.00,0.00,5373.30
2023-09-14,450.36,417.02,0.0086,5419.63,7.99,0.00,1.00,0.00,0.00,5419.63
2023-09-15,443.37,417.26,-0.0120,5354.33,6.26,0.00,1.00,0.00,0.00,5354.33
2023-09-18,443.63,417.50,0.0006,5357.47,6.26,0.00,1.00,0.00,0.00,5357.47
2023-09-19,442.71,417.68,-0.0021,5346.36,5.99,0.00,1.00,0.00,0.00,5346.36
2023-09-20,438.64,417.83,-0.0092,5297.21,4.98,0.00,1.00,0.00,0.00,5297.21
2023-09-21,431.39,417.96,-0.0165,5209.65,3.21,0.00,1.00,0.00,0.00,5209.65
2023-09-22,430.42,418.11,-0.0022,5197.94,2.94,0.00,1.00,0.00,0.00,5197.94
2023-09-25,432.23,418.30,0.0042,5219.80,3.33,0.00,1.00,0.00,0.00,5219.80
2023-09-26,425.88,418.46,-0.0147,5143.11,1.77,0.00,1.00,0.00,0.00,5143.11
2023-09-27,426.05,418.61,0.0004,5145.17,1.78,0.00,1.00,0.00,0.00,5145.17
2023-09-28,428.52,418.79,0.0058,5174.99,2.32,0.00,1.00,0.00,0.00,5174.99
2023-09-29,427.48,418.93,-0.0024,5162.44,2.04,0.00,1.00,0.00,0.00,5162.44
2023-10-02,427.31,419.06,-0.0004,5160.38,1.97,0.00,1.00,0.00,0.00,5160.38
2023-10-03,421.59,419.17,-0.0134,5091.31,0.58,0.00,1.00,0.00,0.00,5091.31
2023-10-04,424.66,419.35,0.0073,5128.38,1.27,0.00,1.00,0.00,0.00,5128.38
2023-10-05,424.50,419.55,-0.0004,5126.45,1.18,0.00,1.00,0.00,0.00,5126.45
2023-10-06,429.54,419.80,0.0119,5187.31,2.32,0.00,1.00,0.00,0.00,5187.31
2023-10-09,432.29,420.06,0.0064,5220.52,2.91,0.00,1.00,0.00,0.00,5220.52
2023-10-10,434.54,420.30,0.0052,5247.69,3.39,0.00,1.00,0.00,0.00,5247.69
2023-10-11,436.32,420.58,0.0041,5269.19,3.74,0.00,1.00,0.00,0.00,5269.19
2023-10-12,433.66,420.83,-0.0061,5237.07,3.05,0.00,1.00,0.00,0.00,5237.07
2023-10-13,431.50,421.08,-0.0050,5210.98,2.47,0.00,1.00,0.00,0.00,5210.98
2023-10-16,436.04,421.38,0.0105,5265.81,3.48,0.00,1.00,0.00,0.00,5265.81
2023-10-17,436.02,421.64,-0.0000,5265.57,3.41,0.00,1.00,0.00,0.00,5265.57
2023-10-18,430.21,421.88,-0.0133,5195.40,1.97,0.00,1.00,0.00,0.00,5195.40
2023-10-19,426.43,422.11,-0.0088,5149.76,1.02,0.00,1.00,0.00,0.00,5149.76
2023-10-20,421.19,422.30,-0.0123,5086.47,-0.26,0.00,1.00,0.00,0.00,5086.47
2023-10-23,420.46,422.50,-0.0017,5077.66,-0.48,0.00,1.00,0.00,0.00,5077.66
2023-10-24,423.63,422.68,0.0075,5115.94,0.23,0.00,1.00,0.00,0.00,5115.94
2023-10-25,417.55,422.83,-0.0732,4741.22,-1.25,1.00,0.00,0.00,0.00,0.00
2023-10-26,412.55,422.94,-0.0120,4684.44,-2.46,0.00,1.00,0.00,0.00,4684.44
2023-10-27,410.68,423.01,-0.0045,4663.21,-2.92,0.00,1.00,0.00,0.00,4663.21
2023-10-30,415.59,423.11,0.0120,4718.96,-1.78,0.00,1.00,0.00,0.00,4718.96
2023-10-31,418.20,423.20,0.0063,4748.60,-1.18,0.00,1.00,0.00,0.00,4748.60
2023-11-01,422.66,423.33,0.0107,4799.24,-0.16,0.00,1.00,0.00,0.00,4799.24
2023-11-02,430.76,423.53,0.0192,4891.21,1.71,0.00,1.00,0.00,0.00,4891.21
2023-11-03,434.69,423.76,0.0353,5063.69,2.58,1.00,0.00,0.00,0.00,0.00
2023-11-06,435.69,423.95,0.0114,5121.63,2.77,1.00,0.00,0.00,0.00,0.00
2023-11-07,436.93,424.14,0.0282,5265.80,3.02,1.00,0.00,0.00,0.00,0.00
2023-11-08,437.25,424.32,0.0018,5275.23,3.05,1.00,0.00,0.00,0.00,0.00
2023-11-09,433.84,424.49,-0.0238,5149.92,2.20,1.00,0.00,0.00,0.00,0.00
2023-11-10,440.61,424.67,0.0667,5493.52,3.75,1.00,0.00,0.00,0.00,0.00
2023-11-13,440.19,424.84,-0.0091,5443.67,3.61,1.00,0.00,0.00,0.00,0.00
2023-11-14,448.73,425.08,0.0629,5785.92,5.56,1.00,0.00,0.00,0.00,0.00
2023-11-15,449.68,425.30,0.0028,5802.08,5.73,1.00,0.00,0.00,0.00,0.00
2023-11-16,450.23,425.49,0.0016,5811.52,5.81,1.00,0.00,0.00,0.00,0.00
2023-11-17,450.79,425.66,0.0007,5815.56,5.90,1.00,0.00,0.00,0.00,0.00
2023-11-20,454.26,425.87,0.0357,6023.07,6.67,1.00,0.00,0.00,0.00,0.00
2023-11-21,453.27,426.09,-0.0181,5913.92,6.38,1.00,0.00,0.00,0.00,0.00
2023-11-22,455.02,426.29,0.0116,5982.64,6.74,1.00,0.00,0.00,0.00,0.00
2023-11-24,455.30,426.51,-0.0050,5953.00,6.75,1.00,0.00,0.00,0.00,0.00
2023-11-27,454.48,426.75,-0.0029,5935.48,6.50,1.00,0.00,0.00,0.00,0.00
2023-11-28,454.93,426.99,0.0079,5982.64,6.54,1.00,0.00,0.00,0.00,0.00
2023-11-29,454.61,427.19,-0.0036,5961.08,6.42,1.00,0.00,0.00,0.00,0.00
2023-11-30,456.40,427.41,-0.0084,5911.23,6.78,1.00,0.00,0.00,0.00,0.00
2023-12-01,459.10,427.64,0.0084,5961.08,7.36,1.00,0.00,0.00,0.00,0.00
2023-12-04,456.69,427.88,-0.0285,5791.30,6.73,1.00,0.00,0.00,0.00,0.00
2023-12-05,456.60,428.13,0.0072,5833.08,6.65,1.00,0.00,0.00,0.00,0.00
2023-12-06,454.76,428.41,-0.0178,5729.32,6.15,1.00,0.00,0.00,0.00,0.00
2023-12-07,458.23,428.70,0.0419,5969.17,6.89,1.00,0.00,0.00,0.00,0.00
2023-12-08,460.20,429.00,0.0120,6040.58,7.27,1.00,0.00,0.00,0.00,0.00
2023-12-11,461.99,429.33,0.0254,6194.19,7.61,1.00,0.00,0.00,0.00,0.00
2023-12-12,464.10,429.66,0.0241,6343.76,8.02,1.00,0.00,0.00,0.00,0.00
2023-12-13,470.50,430.03,0.0353,6567.43,9.41,1.00,0.00,0.00,0.00,0.00
2023-12-14,472.01,430.42,-0.0016,6556.65,9.66,1.00,0.00,0.00,0.00,0.00
2023-12-15,469.33,430.78,0.0119,6634.80,8.95,1.00,0.00,0.00,0.00,0.00
2023-12-18,471.97,431.12,0.0209,6773.59,9.48,1.00,0.00,0.00,0.00,0.00
2023-12-19,474.84,431.47,0.0149,6874.65,10.05,1.00,0.00,0.00,0.00,0.00
2023-12-20,468.26,431.82,-0.0139,6779.38,8.44,0.00,1.00,0.00,0.00,6779.38
2023-12-21,472.70,432.19,0.0095,6843.67,9.37,0.00,1.00,0.00,0.00,6843.67
2023-12-22,473.65,432.60,0.0020,6857.42,9.49,0.00,1.00,0.00,0.00,6857.42
2023-12-26,475.65,433.05,0.0042,6886.38,9.84,0.00,1.00,0.00,0.00,6886.38
2023-12-27,476.51,433.50,0.0018,6898.83,9.92,0.00,1.00,0.00,0.00,6898.83
2023-12-28,476.69,433.93,0.0004,6901.43,9.86,0.00,1.00,0.00,0.00,6901.43
2023-12-29,475.31,434.36,-0.0029,6881.45,9.43,0.00,1.00,0.00,0.00,6881.45
2024-01-02,472.65,434.74,-0.0056,6842.94,8.72,0.00,1.00,0.00,0.00,6842.94
2024-01-03,468.79,435.13,-0.0082,6787.06,7.73,0.00,1.00,0.00,0.00,6787.06
2024-01-04,467.28,435.50,-0.0032,6765.20,7.30,0.00,1.00,0.00,0.00,6765.20
2024-01-05,467.92,435.85,0.0014,6774.46,7.36,0.00,1.00,0.00,0.00,6774.46
2024-01-08,474.60,436.26,0.0143,6871.17,8.79,0.00,1.00,0.00,0.00,6871.17
2024-01-09,473.88,436.66,-0.0015,6860.75,8.52,0.00,1.00,0.00,0.00,6860.75
2024-01-10,476.56,437.07,0.0057,6899.55,9.04,0.00,1.00,0.00,0.00,6899.55
2024-01-11,476.35,437.47,-0.0004,6896.51,8.89,0.00,1.00,0.00,0.00,6896.51
2024-01-12,476.68,437.87,0.0007,6901.29,8.86,0.00,1.00,0.00,0.00,6901.29
2024-01-16,474.93,438.24,-0.0037,6875.95,8.37,0.00,1.00,0.00,0.00,6875.95
2024-01-17,472.29,438.58,-0.0056,6837.73,7.69,0.00,1.00,0.00,0.00,6837.73
2024-01-18,476.49,438.92,0.0089,6898.54,8.56,0.00,1.00,0.00,0.00,6898.54
2024-01-19,482.43,439.27,0.0125,6984.53,9.82,0.00,1.00,0.00,0.00,6984.53
2024-01-22,483.45,439.65,0.0021,6999.30,9.96,0.00,1.00,0.00,0.00,6999.30
2024-01-23,484.86,440.03,0.0029,7019.72,10.19,0.00,1.00,0.00,0.00,7019.72
2024-01-24,485.39,440.42,0.0011,7027.39,10.21,0.00,1.00,0.00,0.00,7027.39
2024-01-25,488.03,440.81,0.0054,7065.61,10.71,0.00,1.00,0.00,0.00,7065.61
2024-01-26,487.41,441.20,-0.0013,7056.63,10.47,0.00,1.00,0.00,0.00,7056.63
2024-01-29,491.27,441.61,0.0079,7112.52,11.24,0.00,1.00,0.00,0.00,7112.52
2024-01-30,490.89,442.00,-0.0008,7107.02,11.06,0.00,1.00,0.00,0.00,7107.02
2024-01-31,482.88,442.35,-0.0163,6991.05,9.16,0.00,1.00,0.00,0.00,6991.05
2024-02-01,489.20,442.73,0.0131,7082.55,10.50,0.00,1.00,0.00,0.00,7082.55
2024-02-02,494.35,443.13,0.0105,7157.11,11.56,0.00,1.00,0.00,0.00,7157.11
2024-02-05,492.55,443.52,-0.0036,7131.05,11.05,0.00,1.00,0.00,0.00,7131.05
2024-02-06,493.98,443.93,0.0029,7151.75,11.27,0.00,1.00,0.00,0.00,7151.75
2024-02-07,498.10,444.36,0.0083,7211.40,12.09,0.00,1.00,0.00,0.00,7211.40
2024-02-08,498.32,444.79,0.0004,7214.59,12.04,0.00,1.00,0.00,0.00,7214.59
2024-02-09,501.20,445.26,0.0058,7256.28,12.56,0.00,1.00,0.00,0.00,7256.28
2024-02-12,500.98,445.75,-0.0004,7253.10,12.39,0.00,1.00,0.00,0.00,7253.10
2024-02-13,494.08,446.16,-0.0138,7153.20,10.74,0.00,1.00,0.00,0.00,7153.20
2024-02-14,498.57,446.57,0.0091,7218.21,11.64,0.00,1.00,0.00,0.00,7218.21
2024-02-15,502.01,447.00,0.0069,7268.01,12.31,0.00,1.00,0.00,0.00,7268.01
2024-02-16,499.51,447.44,-0.0050,7231.82,11.64,0.00,1.00,0.00,0.00,7231.82
2024-02-20,496.76,447.89,-0.0055,7192.00,10.91,0.00,1.00,0.00,0.00,7192.00
2024-02-21,497.21,448.35,0.0009,7198.52,10.90,0.00,1.00,0.00,0.00,7198.52
2024-02-22,507.50,448.82,0.0207,7347.49,13.07,0.00,1.00,0.00,0.00,7347.49
2024-02-23,507.85,449.30,0.0007,7352.56,13.03,0.00,1.00,0.00,0.00,7352.56
2024-02-26,505.99,449.77,-0.0037,7325.63,12.50,0.00,1.00,0.00,0.00,7325.63
2024-02-27,506.93,450.24,0.0019,7339.24,12.59,0.00,1.00,0.00,0.00,7339.24
2024-02-28,506.26,450.72,-0.0013,7329.54,12.32,0.00,1.00,0.00,0.00,7329.54
2024-02-29,508.08,451.20,0.0036,7355.89,12.61,0.00,1.00,0.00,0.00,7355.89
2024-03-01,512.85,451.70,0.0094,7424.95,13.54,0.00,1.00,0.00,0.00,7424.95
2024-03-04,512.30,452.21,-0.0011,7416.99,13.29,0.00,1.00,0.00,0.00,7416.99
2024-03-05,507.18,452.67,-0.0100,7342.86,12.04,0.00,1.00,0.00,0.00,7342.86
2024-03-06,509.75,453.12,0.0051,7380.07,12.50,0.00,1.00,0.00,0.00,7380.07
2024-03-07,514.81,453.60,0.0099,7453.33,13.49,0.00,1.00,0.00,0.00,7453.33
2024-03-08,511.72,454.07,-0.0060,7408.59,12.70,0.00,1.00,0.00,0.00,7408.59
2024-03-11,511.28,454.55,-0.0009,7402.22,12.48,0.00,1.00,0.00,0.00,7402.22
2024-03-12,516.78,455.08,0.0108,7481.85,13.56,0.00,1.00,0.00,0.00,7481.85
2024-03-13,515.97,455.59,-0.0016,7470.12,13.25,0.00,1.00,0.00,0.00,7470.12
2024-03-14,514.95,456.06,-0.0020,7455.35,12.91,0.00,1.00,0.00,0.00,7455.35
2024-03-15,509.83,456.51,-0.0069,7404.16,11.68,0.00,1.00,0.00,0.00,7404.16
2024-03-18,512.86,456.98,0.0059,7448.16,12.23,0.00,1.00,0.00,0.00,7448.16
2024-03-19,515.71,457.45,0.0056,7489.55,12.73,0.00,1.00,0.00,0.00,7489.55
2024-03-20,520.48,457.92,0.0092,7558.83,13.66,0.00,1.00,0.00,0.00,7558.83
2024-03-21,522.20,458.39,0.0033,7583.81,13.92,0.00,1.00,0.00,0.00,7583.81
2024-03-22,521.21,458.86,-0.0019,7569.43,13.59,0.00,1.00,0.00,0.00,7569.43
2024-03-25,519.77,459.32,-0.0028,7548.52,13.16,0.00,1.00,0.00,0.00,7548.52
2024-03-26,518.81,459.77,-0.0018,7534.58,12.84,0.00,1.00,0.00,0.00,7534.58
2024-03-27,523.17,460.24,0.0084,7597.89,13.67,0.00,1.00,0.00,0.00,7597.89
2024-03-28,523.07,460.68,-0.0002,7596.44,13.54,0.00,1.00,0.00,0.00,7596.44
2024-04-01,522.16,461.11,-0.0017,7583.23,13.24,0.00,1.00,0.00,0.00,7583.23
2024-04-02,518.84,461.52,-0.0064,7535.01,12.42,0.00,1.00,0.00,0.00,7535.01
2024-04-03,519.41,461.90,0.0011,7543.29,12.45,0.00,1.00,0.00,0.00,7543.29
2024-04-04,513.07,462.27,-0.0122,7451.21,10.99,0.00,1.00,0.00,0.00,7451.21
2024-04-05,518.43,462.68,0.0104,7529.06,12.05,0.00,1.00,0.00,0.00,7529.06
2024-04-08,518.72,463.10,0.0006,7533.27,12.01,0.00,1.00,0.00,0.00,7533.27
2024-04-09,519.32,463.51,0.0012,7541.98,12.04,0.00,1.00,0.00,0.00,7541.98
2024-04-10,514.12,463.92,-0.0100,7466.46,10.82,0.00,1.00,0.00,0.00,7466.46
2024-04-11,518.00,464.35,0.0075,7522.81,11.55,0.00,1.00,0.00,0.00,7522.81
2024-04-12,510.85,464.72,-0.0138,7418.97,9.93,0.00,1.00,0.00,0.00,7418.97
2024-04-15,504.45,465.06,-0.0125,7326.03,8.47,0.00,1.00,0.00,0.00,7326.03
2024-04-16,503.53,465.39,-0.0018,7312.67,8.20,0.00,1.00,0.00,0.00,7312.67
2024-04-17,500.55,465.68,-0.0059,7269.39,7.49,0.00,1.00,0.00,0.00,7269.39
2024-04-18,499.52,465.96,-0.0021,7254.43,7.20,0.00,1.00,0.00,0.00,7254.43
2024-04-19,495.16,466.22,-0.0087,7191.11,6.21,0.00,1.00,0.00,0.00,7191.11
2024-04-22,499.72,466.52,0.0092,7257.34,7.12,0.00,1.00,0.00,0.00,7257.34
2024-04-23,505.65,466.85,0.0119,7343.46,8.31,0.00,1.00,0.00,0.00,7343.46
2024-04-24,505.41,467.18,-0.0005,7339.97,8.18,0.00,1.00,0.00,0.00,7339.97
2024-04-25,503.49,467.49,-0.0038,7312.09,7.70,0.00,1.00,0.00,0.00,7312.09
